OrderID,OrderDate,OrderTime,Hour,StoreID,ProductID,Quantity,UnitPrice,Discount,Revenue,Cost,Profit,PaymentMethod,CustomerType
107566,2024-06-07,09:21:00,9,STR_004,PRD_0011,3,8.63,0.00,25.89,16.67,9.22,Cash,Returning
107567,2024-06-07,14:10:00,14,STR_004,PRD_0047,2,6.13,0.05,11.65,6.46,5.19,Credit Card,Returning
107568,2024-06-07,06:34:00,6,STR_004,PRD_0032,2,5.88,0.00,11.76,7.42,4.34,Credit Card,New
107569,2024-06-07,07:34:00,7,STR_004,PRD_0047,3,5.45,0.05,15.53,8.88,6.65,Credit Card,Returning
107570,2024-06-07,09:16:00,9,STR_004,PRD_0003,2,5.29,0.05,10.05,5.86,4.19,Credit Card,New
107571,2024-06-07,10:18:00,10,STR_001,PRD_0014,4,5.33,0.00,21.32,12.31,9.01,Debit Card,New
107572,2024-06-07,18:36:00,18,STR_001,PRD_0027,4,8.26,0.05,31.39,20.19,11.20,Debit Card,New
107573,2024-06-07,13:08:00,13,STR_002,PRD_0047,3,5.88,0.00,17.64,11.18,6.46,Credit Card,Returning
107574,2024-06-07,11:14:00,11,STR_004,PRD_0006,4,3.78,0.00,15.12,9.70,5.42,Cash,New
107575,2024-06-07,19:31:00,19,STR_002,PRD_0047,3,5.63,0.05,16.05,10.93,5.12,Credit Card,New
107576,2024-06-07,21:36:00,21,STR_005,PRD_0038,1,4.84,0.00,4.84,3.02,1.82,Credit Card,Returning
107577,2024-06-07,10:21:00,10,STR_005,PRD_0035,1,4.67,0.05,4.44,2.66,1.78,Credit Card,Returning
107578,2024-06-07,10:14:00,10,STR_003,PRD_0038,1,4.91,0.00,4.91,2.73,2.18,Credit Card,Returning
107579,2024-06-07,17:46:00,17,STR_001,PRD_0036,2,3.60,0.10,6.48,3.86,2.62,Credit Card,Returning
107580,2024-06-07,07:43:00,7,STR_006,PRD_0030,3,6.32,0.00,18.96,12.17,6.79,Credit Card,Returning
107581,2024-06-07,14:54:00,14,STR_005,PRD_0002,2,6.12,0.00,12.24,7.76,4.48,Credit Card,Returning
107582,2024-06-07,18:47:00,18,STR_004,PRD_0047,3,6.07,0.00,18.21,11.99,6.22,Credit Card,New
107583,2024-06-07,17:03:00,17,STR_001,PRD_0051,4,3.46,0.00,13.84,8.07,5.77,Debit Card,New
107584,2024-06-07,11:04:00,11,STR_005,PRD_0041,3,6.15,0.05,17.53,11.83,5.70,Credit Card,Returning
107585,2024-06-07,14:03:00,14,STR_004,PRD_0010,1,8.11,0.00,8.11,5.19,2.92,Credit Card,Returning
107586,2024-06-07,08:02:00,8,STR_004,PRD_0009,2,5.17,0.05,9.82,5.89,3.93,Credit Card,New
107587,2024-06-07,17:22:00,17,STR_006,PRD_0048,1,6.46,0.00,6.46,4.26,2.20,Credit Card,Returning
107588,2024-06-07,08:36:00,8,STR_005,PRD_0003,4,7.06,0.00,28.24,15.69,12.55,Credit Card,Returning
107589,2024-06-07,21:21:00,21,STR_006,PRD_0024,3,6.30,0.10,17.01,11.36,5.65,Credit Card,New
107590,2024-06-07,20:19:00,20,STR_004,PRD_0017,1,6.90,0.00,6.90,4.12,2.78,Credit Card,New
107591,2024-06-07,17:01:00,17,STR_006,PRD_0038,4,4.45,0.00,17.80,12.23,5.57,Debit Card,Returning
107592,2024-06-07,10:45:00,10,STR_006,PRD_0042,4,7.08,0.00,28.32,19.50,8.82,Debit Card,Returning
107593,2024-06-07,11:23:00,11,STR_005,PRD_0052,4,6.14,0.00,24.56,13.59,10.97,Credit Card,Returning
107594,2024-06-07,12:44:00,12,STR_005,PRD_0020,3,4.69,0.00,14.07,8.37,5.70,Debit Card,Returning
107595,2024-06-07,13:27:00,13,STR_001,PRD_0053,1,6.47,0.05,6.15,3.44,2.71,Credit Card,Returning
107596,2024-06-08,20:23:00,20,STR_004,PRD_0038,3,4.26,0.05,12.14,8.48,3.66,Credit Card,Returning
107597,2024-06-08,16:36:00,16,STR_006,PRD_0033,1,5.11,0.05,4.85,2.92,1.93,Credit Card,Returning
107598,2024-06-08,16:17:00,16,STR_005,PRD_0041,4,7.08,0.00,28.32,19.74,8.58,Credit Card,New
107599,2024-06-08,20:51:00,20,STR_002,PRD_0001,1,6.95,0.00,6.95,4.03,2.92,Mobile Wallet,Returning
107600,2024-06-08,12:34:00,12,STR_004,PRD_0003,3,6.45,0.00,19.35,11.13,8.22,Credit Card,Returning
107601,2024-06-08,08:43:00,8,STR_002,PRD_0029,3,6.65,0.10,17.96,10.48,7.48,Credit Card,New
107602,2024-06-08,20:20:00,20,STR_005,PRD_0008,2,5.54,0.00,11.08,7.28,3.80,Cash,New
107603,2024-06-08,08:51:00,8,STR_004,PRD_0005,4,3.60,0.00,14.40,9.96,4.44,Debit Card,New
107604,2024-06-08,08:34:00,8,STR_003,PRD_0056,4,8.03,0.00,32.12,20.82,11.30,Credit Card,Returning
107605,2024-06-08,12:28:00,12,STR_004,PRD_0027,3,8.88,0.05,25.31,16.96,8.35,Credit Card,New
107606,2024-06-08,13:56:00,13,STR_003,PRD_0045,2,6.17,0.00,12.34,7.31,5.03,Credit Card,Returning
107607,2024-06-08,12:17:00,12,STR_005,PRD_0034,1,4.06,0.00,4.06,2.73,1.33,Mobile Wallet,Returning
107608,2024-06-08,17:42:00,17,STR_003,PRD_0009,2,5.16,0.00,10.32,7.12,3.20,Credit Card,Returning
107609,2024-06-08,21:52:00,21,STR_004,PRD_0057,2,8.92,0.00,17.84,11.13,6.71,Debit Card,Returning
107610,2024-06-08,09:19:00,9,STR_004,PRD_0002,2,5.38,0.00,10.76,7.44,3.32,Credit Card,Returning
107611,2024-06-08,18:55:00,18,STR_005,PRD_0052,2,5.49,0.00,10.98,7.18,3.80,Mobile Wallet,Returning
107612,2024-06-08,19:19:00,19,STR_002,PRD_0030,3,5.91,0.00,17.73,10.68,7.05,Credit Card,New
107613,2024-06-08,19:53:00,19,STR_004,PRD_0030,4,6.63,0.00,26.52,14.79,11.73,Mobile Wallet,Returning
107614,2024-06-08,16:39:00,16,STR_005,PRD_0044,3,5.80,0.00,17.40,11.45,5.95,Debit Card,New
107615,2024-06-08,08:09:00,8,STR_004,PRD_0028,2,6.03,0.00,12.06,6.77,5.29,Debit Card,Returning
107616,2024-06-08,16:55:00,16,STR_002,PRD_0018,1,6.18,0.00,6.18,4.11,2.07,Credit Card,Returning
107617,2024-06-08,21:31:00,21,STR_004,PRD_0041,4,6.98,0.00,27.92,15.64,12.28,Debit Card,Returning
107618,2024-06-08,09:10:00,9,STR_004,PRD_0050,2,3.41,0.00,6.82,3.94,2.88,Credit Card,New
107619,2024-06-08,17:24:00,17,STR_004,PRD_0002,2,5.33,0.00,10.66,6.71,3.95,Credit Card,Returning
107620,2024-06-08,13:44:00,13,STR_004,PRD_0038,4,3.38,0.00,13.52,9.15,4.37,Credit Card,Returning
107621,2024-06-08,17:48:00,17,STR_003,PRD_0017,2,6.98,0.00,13.96,7.86,6.10,Credit Card,New
107622,2024-06-08,17:33:00,17,STR_006,PRD_0030,4,7.14,0.10,25.70,15.25,10.45,Credit Card,Returning
107623,2024-06-08,10:52:00,10,STR_003,PRD_0023,2,6.66,0.00,13.32,9.24,4.08,Credit Card,New
107624,2024-06-08,18:59:00,18,STR_005,PRD_0003,3,5.40,0.00,16.20,10.85,5.35,Credit Card,Returning
107625,2024-06-08,14:15:00,14,STR_002,PRD_0034,1,4.39,0.05,4.17,2.59,1.58,Debit Card,Returning
107626,2024-06-08,17:25:00,17,STR_003,PRD_0001,2,6.05,0.00,12.10,6.75,5.35,Credit Card,New
107627,2024-06-08,12:21:00,12,STR_006,PRD_0005,3,4.33,0.00,12.99,7.67,5.32,Credit Card,New
107628,2024-06-08,10:50:00,10,STR_006,PRD_0041,2,5.94,0.05,11.29,7.50,3.79,Mobile Wallet,New
107629,2024-06-08,21:45:00,21,STR_002,PRD_0023,4,6.15,0.05,23.37,16.16,7.21,Credit Card,Returning
107630,2024-06-08,12:53:00,12,STR_002,PRD_0036,3,3.84,0.10,10.37,7.11,3.26,Cash,Returning
107631,2024-06-09,17:13:00,17,STR_004,PRD_0017,4,6.31,0.05,23.98,13.27,10.71,Credit Card,New
107632,2024-06-09,20:24:00,20,STR_006,PRD_0053,3,6.64,0.00,19.92,12.28,7.64,Credit Card,New
107633,2024-06-09,12:18:00,12,STR_001,PRD_0008,3,4.57,0.00,13.71,8.67,5.04,Mobile Wallet,Returning
107634,2024-06-09,14:35:00,14,STR_003,PRD_0043,2,4.42,0.00,8.84,5.13,3.71,Credit Card,Returning
107635,2024-06-09,15:52:00,15,STR_001,PRD_0028,3,6.74,0.00,20.22,11.86,8.36,Credit Card,Returning
107636,2024-06-09,09:52:00,9,STR_004,PRD_0045,4,4.53,0.00,18.12,11.80,6.32,Credit Card,Returning
107637,2024-06-09,10:32:00,10,STR_004,PRD_0030,2,7.05,0.10,12.69,8.61,4.08,Credit Card,Returning
107638,2024-06-09,14:46:00,14,STR_004,PRD_0028,1,6.12,0.05,5.81,4.03,1.78,Mobile Wallet,New
107639,2024-06-09,08:44:00,8,STR_006,PRD_0053,1,5.99,0.00,5.99,3.88,2.11,Credit Card,Returning
107640,2024-06-09,10:49:00,10,STR_004,PRD_0028,4,5.57,0.00,22.28,14.43,7.85,Debit Card,Returning
107641,2024-06-09,11:26:00,11,STR_004,PRD_0003,2,6.24,0.05,11.86,8.05,3.81,Credit Card,New
107642,2024-06-09,15:10:00,15,STR_006,PRD_0017,1,5.82,0.00,5.82,3.32,2.50,Mobile Wallet,New
107643,2024-06-09,09:50:00,9,STR_006,PRD_0002,2,6.49,0.10,11.68,7.50,4.18,Debit Card,Returning
107644,2024-06-09,11:41:00,11,STR_005,PRD_0028,1,6.64,0.00,6.64,4.05,2.59,Debit Card,New
107645,2024-06-09,06:31:00,6,STR_006,PRD_0008,3,6.15,0.05,17.53,11.00,6.53,Debit Card,New
107646,2024-06-09,09:51:00,9,STR_003,PRD_0028,4,6.12,0.00,24.48,16.95,7.53,Debit Card,New
107647,2024-06-09,07:10:00,7,STR_004,PRD_0032,3,5.83,0.10,15.74,10.22,5.52,Debit Card,Returning
107648,2024-06-09,14:07:00,14,STR_004,PRD_0045,3,5.60,0.00,16.80,9.88,6.92,Cash,Returning
107649,2024-06-09,10:42:00,10,STR_004,PRD_0048,2,6.64,0.05,12.62,7.09,5.53,Credit Card,Returning
107650,2024-06-09,13:28:00,13,STR_005,PRD_0042,1,6.66,0.00,6.66,4.44,2.22,Debit Card,Returning
107651,2024-06-09,18:07:00,18,STR_004,PRD_0038,2,3.85,0.00,7.70,5.30,2.40,Mobile Wallet,New
107652,2024-06-09,09:24:00,9,STR_006,PRD_0021,3,4.22,0.00,12.66,7.01,5.65,Credit Card,New
107653,2024-06-09,13:51:00,13,STR_005,PRD_0026,3,9.20,0.00,27.60,16.23,11.37,Credit Card,New
107654,2024-06-09,06:00:00,6,STR_006,PRD_0039,1,4.68,0.05,4.45,2.54,1.91,Credit Card,Returning
107655,2024-06-09,14:30:00,14,STR_006,PRD_0042,3,6.16,0.05,17.56,9.95,7.61,Mobile Wallet,New
107656,2024-06-09,16:52:00,16,STR_005,PRD_0053,4,6.96,0.00,27.84,16.55,11.29,Debit Card,Returning
107657,2024-06-09,14:23:00,14,STR_005,PRD_0003,1,7.01,0.00,7.01,4.35,2.66,Mobile Wallet,Returning
107658,2024-06-09,07:36:00,7,STR_002,PRD_0035,3,4.40,0.00,13.20,8.16,5.04,Debit Card,Returning
107659,2024-06-09,15:05:00,15,STR_004,PRD_0016,4,6.99,0.05,26.56,15.95,10.61,Debit Card,Returning
107660,2024-06-09,18:08:00,18,STR_004,PRD_0055,4,8.01,0.00,32.04,19.44,12.60,Mobile Wallet,Returning
107661,2024-06-09,09:57:00,9,STR_004,PRD_0029,2,6.91,0.00,13.82,9.14,4.68,Credit Card,Returning
107662,2024-06-09,15:57:00,15,STR_004,PRD_0044,4,4.68,0.00,18.72,12.89,5.83,Mobile Wallet,New
107663,2024-06-09,07:15:00,7,STR_004,PRD_0017,2,5.96,0.00,11.92,7.04,4.88,Credit Card,Returning
107664,2024-06-09,15:19:00,15,STR_004,PRD_0057,2,8.30,0.10,14.94,9.74,5.20,Debit Card,Returning
107665,2024-06-09,15:41:00,15,STR_003,PRD_0044,4,5.91,0.10,21.28,14.33,6.95,Credit Card,Returning
107666,2024-06-10,10:21:00,10,STR_005,PRD_0034,4,4.49,0.10,16.16,9.79,6.37,Credit Card,New
107667,2024-06-10,10:14:00,10,STR_006,PRD_0011,4,8.58,0.10,30.89,20.65,10.24,Credit Card,Returning
107668,2024-06-10,08:27:00,8,STR_001,PRD_0048,3,6.89,0.10,18.60,11.44,7.16,Credit Card,New
107669,2024-06-10,14:41:00,14,STR_005,PRD_0005,1,3.15,0.00,3.15,1.80,1.35,Credit Card,New
107670,2024-06-10,14:07:00,14,STR_004,PRD_0035,1,4.84,0.00,4.84,2.91,1.93,Credit Card,Returning
107671,2024-06-10,15:37:00,15,STR_004,PRD_0019,3,5.72,0.00,17.16,10.42,6.74,Credit Card,Returning
107672,2024-06-10,12:14:00,12,STR_004,PRD_0003,3,5.81,0.00,17.43,10.61,6.82,Cash,Returning
107673,2024-06-10,07:11:00,7,STR_004,PRD_0017,3,5.94,0.00,17.82,11.54,6.28,Credit Card,Returning
107674,2024-06-10,09:02:00,9,STR_006,PRD_0013,4,5.84,0.00,23.36,15.07,8.29,Credit Card,New
107675,2024-06-10,09:45:00,9,STR_002,PRD_0048,1,6.01,0.00,6.01,3.57,2.44,Credit Card,New
107676,2024-06-10,15:14:00,15,STR_001,PRD_0047,3,5.50,0.00,16.50,10.32,6.18,Mobile Wallet,Returning
107677,2024-06-10,10:28:00,10,STR_002,PRD_0026,3,8.84,0.00,26.52,18.50,8.02,Debit Card,Returning
107678,2024-06-10,15:42:00,15,STR_002,PRD_0042,3,5.54,0.05,15.79,9.91,5.88,Cash,Returning
107679,2024-06-10,15:45:00,15,STR_006,PRD_0026,1,8.02,0.05,7.62,4.24,3.38,Credit Card,Returning
107680,2024-06-10,17:47:00,17,STR_004,PRD_0028,2,5.43,0.10,9.77,6.49,3.28,Mobile Wallet,Returning
107681,2024-06-10,13:25:00,13,STR_005,PRD_0052,4,6.43,0.05,24.43,13.47,10.96,Credit Card,Returning
107682,2024-06-10,13:41:00,13,STR_004,PRD_0017,4,5.45,0.00,21.80,12.61,9.19,Debit Card,Returning
107683,2024-06-10,17:18:00,17,STR_004,PRD_0046,2,5.24,0.00,10.48,7.25,3.23,Mobile Wallet,Returning
107684,2024-06-10,10:10:00,10,STR_005,PRD_0004,3,3.47,0.05,9.89,5.52,4.37,Debit Card,New
107685,2024-06-10,14:29:00,14,STR_006,PRD_0012,4,8.69,0.05,33.02,20.25,12.77,Debit Card,Returning
107686,2024-06-10,12:01:00,12,STR_004,PRD_0050,2,4.51,0.05,8.57,4.83,3.74,Credit Card,Returning
107687,2024-06-10,14:38:00,14,STR_003,PRD_0042,2,6.53,0.00,13.06,7.36,5.70,Credit Card,Returning
107688,2024-06-10,14:30:00,14,STR_004,PRD_0052,3,5.56,0.00,16.68,10.77,5.91,Credit Card,Returning
107689,2024-06-10,19:50:00,19,STR_002,PRD_0047,3,5.45,0.00,16.35,9.90,6.45,Mobile Wallet,Returning
107690,2024-06-10,09:21:00,9,STR_004,PRD_0029,4,6.64,0.05,25.23,15.00,10.23,Credit Card,New
107691,2024-06-10,21:54:00,21,STR_006,PRD_0050,4,4.87,0.00,19.48,12.26,7.22,Credit Card,Returning
107692,2024-06-10,20:29:00,20,STR_003,PRD_0023,2,5.50,0.00,11.00,7.13,3.87,Mobile Wallet,New
107693,2024-06-10,17:09:00,17,STR_006,PRD_0018,2,5.35,0.05,10.16,6.53,3.63,Debit Card,Returning
107694,2024-06-10,11:58:00,11,STR_005,PRD_0005,3,3.22,0.00,9.66,6.66,3.00,Debit Card,Returning
107695,2024-06-10,13:06:00,13,STR_003,PRD_0002,2,6.00,0.00,12.00,7.64,4.36,Debit Card,New
107696,2024-06-10,18:37:00,18,STR_005,PRD_0031,4,6.36,0.00,25.44,16.37,9.07,Credit Card,New
107697,2024-06-10,19:18:00,19,STR_004,PRD_0002,4,6.29,0.10,22.64,12.61,10.03,Debit Card,New
107698,2024-06-10,06:15:00,6,STR_002,PRD_0005,3,3.05,0.00,9.15,6.35,2.80,Debit Card,New
107699,2024-06-10,13:24:00,13,STR_005,PRD_0042,2,6.74,0.00,13.48,8.88,4.60,Debit Card,Returning
107700,2024-06-10,07:16:00,7,STR_001,PRD_0056,4,8.18,0.00,32.72,21.07,11.65,Credit Card,Returning
107701,2024-06-10,08:31:00,8,STR_004,PRD_0047,3,6.73,0.00,20.19,13.33,6.86,Debit Card,Returning
107702,2024-06-10,10:01:00,10,STR_002,PRD_0033,1,4.82,0.05,4.58,2.97,1.61,Credit Card,New
107703,2024-06-10,16:34:00,16,STR_004,PRD_0053,3,6.86,0.00,20.58,14.09,6.49,Cash,Returning
107704,2024-06-10,10:04:00,10,STR_004,PRD_0006,3,3.92,0.05,11.17,6.63,4.54,Credit Card,New
107705,2024-06-10,21:41:00,21,STR_004,PRD_0040,2,5.60,0.00,11.20,6.48,4.72,Debit Card,Returning
107706,2024-06-10,14:00:00,14,STR_004,PRD_0006,2,3.24,0.10,5.83,3.40,2.43,Credit Card,Returning
107707,2024-06-10,18:25:00,18,STR_006,PRD_0030,1,5.37,0.10,4.83,3.31,1.52,Credit Card,Returning
107708,2024-06-10,11:06:00,11,STR_006,PRD_0054,1,5.31,0.10,4.78,2.99,1.79,Credit Card,New
107709,2024-06-10,11:36:00,11,STR_002,PRD_0006,4,4.64,0.10,16.70,11.49,5.21,Credit Card,Returning
107710,2024-06-10,08:54:00,8,STR_004,PRD_0017,2,5.51,0.00,11.02,6.95,4.07,Credit Card,New
107711,2024-06-10,15:23:00,15,STR_005,PRD_0052,2,6.87,0.00,13.74,9.46,4.28,Credit Card,New
107712,2024-06-10,19:29:00,19,STR_004,PRD_0026,3,8.52,0.00,25.56,17.18,8.38,Mobile Wallet,Returning
107713,2024-06-10,17:22:00,17,STR_002,PRD_0052,3,5.68,0.00,17.04,9.53,7.51,Credit Card,New
107714,2024-06-10,13:38:00,13,STR_002,PRD_0004,2,4.01,0.05,7.62,5.10,2.52,Debit Card,Returning
107715,2024-06-10,14:11:00,14,STR_001,PRD_0003,4,6.23,0.10,22.43,12.98,9.45,Credit Card,Returning
107716,2024-06-10,12:01:00,12,STR_004,PRD_0056,3,9.33,0.00,27.99,16.50,11.49,Cash,New
107717,2024-06-10,17:23:00,17,STR_005,PRD_0002,4,5.56,0.00,22.24,15.39,6.85,Debit Card,Returning
107718,2024-06-10,19:38:00,19,STR_004,PRD_0017,3,5.66,0.00,16.98,10.43,6.55,Credit Card,Returning
107719,2024-06-10,17:53:00,17,STR_006,PRD_0002,4,6.27,0.05,23.83,15.86,7.97,Cash,Returning
107720,2024-06-10,11:55:00,11,STR_006,PRD_0052,1,6.97,0.00,6.97,3.84,3.13,Debit Card,New
107721,2024-06-11,09:05:00,9,STR_004,PRD_0018,4,7.10,0.00,28.40,19.10,9.30,Credit Card,New
107722,2024-06-11,16:33:00,16,STR_006,PRD_0028,1,7.05,0.00,7.05,4.19,2.86,Debit Card,New
107723,2024-06-11,06:01:00,6,STR_002,PRD_0047,3,6.39,0.00,19.17,10.66,8.51,Debit Card,New
107724,2024-06-11,15:27:00,15,STR_003,PRD_0053,2,5.72,0.05,10.87,7.48,3.39,Credit Card,New
107725,2024-06-11,13:07:00,13,STR_004,PRD_0035,3,4.23,0.05,12.06,7.81,4.25,Debit Card,Returning
107726,2024-06-11,21:56:00,21,STR_002,PRD_0035,4,4.49,0.00,17.96,10.40,7.56,Debit Card,Returning
107727,2024-06-11,17:12:00,17,STR_002,PRD_0032,3,5.01,0.05,14.28,9.93,4.35,Debit Card,Returning
107728,2024-06-11,06:40:00,6,STR_002,PRD_0041,3,5.92,0.00,17.76,11.60,6.16,Debit Card,New
107729,2024-06-11,10:15:00,10,STR_005,PRD_0030,3,5.54,0.00,16.62,9.67,6.95,Debit Card,New
107730,2024-06-11,17:57:00,17,STR_004,PRD_0053,4,6.60,0.00,26.40,16.56,9.84,Debit Card,New
107731,2024-06-11,20:49:00,20,STR_005,PRD_0002,2,6.45,0.00,12.90,8.73,4.17,Credit Card,New
107732,2024-06-11,10:22:00,10,STR_005,PRD_0020,2,4.36,0.05,8.28,5.00,3.28,Cash,Returning
107733,2024-06-11,13:14:00,13,STR_003,PRD_0016,1,5.65,0.05,5.37,3.73,1.64,Credit Card,Returning
107734,2024-06-11,13:04:00,13,STR_006,PRD_0014,2,5.75,0.10,10.35,6.71,3.64,Credit Card,New
107735,2024-06-11,10:00:00,10,STR_006,PRD_0002,4,6.06,0.00,24.24,15.32,8.92,Cash,New
107736,2024-06-11,12:43:00,12,STR_004,PRD_0020,4,4.95,0.00,19.80,13.38,6.42,Credit Card,Returning
107737,2024-06-11,13:03:00,13,STR_004,PRD_0050,4,4.60,0.00,18.40,12.32,6.08,Credit Card,Returning
107738,2024-06-11,08:18:00,8,STR_002,PRD_0021,4,6.13,0.10,22.07,13.96,8.11,Credit Card,Returning
107739,2024-06-11,08:18:00,8,STR_006,PRD_0005,1,4.81,0.05,4.57,2.97,1.60,Credit Card,Returning
107740,2024-06-11,19:50:00,19,STR_004,PRD_0046,4,6.83,0.00,27.32,17.61,9.71,Credit Card,Returning
107741,2024-06-11,10:53:00,10,STR_004,PRD_0047,2,5.29,0.00,10.58,5.93,4.65,Credit Card,New
107742,2024-06-11,15:52:00,15,STR_003,PRD_0035,4,4.53,0.00,18.12,11.90,6.22,Debit Card,Returning
107743,2024-06-11,11:16:00,11,STR_004,PRD_0053,3,7.14,0.00,21.42,13.15,8.27,Credit Card,Returning
107744,2024-06-11,15:24:00,15,STR_003,PRD_0052,1,6.68,0.00,6.68,4.39,2.29,Credit Card,New
107745,2024-06-11,17:59:00,17,STR_002,PRD_0040,2,5.30,0.00,10.60,7.12,3.48,Credit Card,Returning
107746,2024-06-11,20:45:00,20,STR_004,PRD_0032,3,6.48,0.10,17.50,11.25,6.25,Debit Card,Returning
107747,2024-06-11,15:36:00,15,STR_003,PRD_0023,4,5.31,0.00,21.24,14.01,7.23,Debit Card,Returning
107748,2024-06-11,10:54:00,10,STR_002,PRD_0047,2,6.73,0.00,13.46,9.33,4.13,Credit Card,New
107749,2024-06-11,16:41:00,16,STR_005,PRD_0023,3,6.70,0.00,20.10,12.96,7.14,Credit Card,New
107750,2024-06-11,11:31:00,11,STR_004,PRD_0002,1,6.51,0.00,6.51,3.90,2.61,Credit Card,Returning
107751,2024-06-11,17:58:00,17,STR_003,PRD_0057,4,8.01,0.05,30.44,20.52,9.92,Credit Card,New
107752,2024-06-11,08:07:00,8,STR_004,PRD_0017,2,6.02,0.05,11.44,7.33,4.11,Credit Card,New
107753,2024-06-11,10:03:00,10,STR_004,PRD_0054,1,6.08,0.00,6.08,3.90,2.18,Debit Card,New
107754,2024-06-11,10:40:00,10,STR_003,PRD_0030,1,5.94,0.00,5.94,4.04,1.90,Credit Card,Returning
107755,2024-06-11,09:10:00,9,STR_003,PRD_0040,4,5.84,0.00,23.36,14.92,8.44,Cash,New
107756,2024-06-11,09:28:00,9,STR_005,PRD_0005,1,3.62,0.00,3.62,2.47,1.15,Credit Card,New
107757,2024-06-11,18:14:00,18,STR_005,PRD_0037,2,3.80,0.00,7.60,4.48,3.12,Mobile Wallet,Returning
107758,2024-06-11,16:08:00,16,STR_004,PRD_0039,4,3.20,0.00,12.80,7.31,5.49,Credit Card,Returning
107759,2024-06-11,12:14:00,12,STR_002,PRD_0022,4,5.01,0.05,19.04,13.14,5.90,Debit Card,New
107760,2024-06-11,20:48:00,20,STR_002,PRD_0041,2,5.31,0.10,9.56,6.61,2.95,Cash,Returning
107761,2024-06-11,13:02:00,13,STR_004,PRD_0036,2,3.52,0.00,7.04,4.40,2.64,Debit Card,New
107762,2024-06-11,16:51:00,16,STR_006,PRD_0054,2,6.15,0.00,12.30,7.30,5.00,Debit Card,New
107763,2024-06-11,20:21:00,20,STR_006,PRD_0008,1,5.43,0.00,5.43,3.65,1.78,Mobile Wallet,Returning
107764,2024-06-11,14:09:00,14,STR_005,PRD_0053,3,6.23,0.00,18.69,11.88,6.81,Credit Card,New
107765,2024-06-11,12:39:00,12,STR_004,PRD_0002,1,6.25,0.05,5.94,3.79,2.15,Credit Card,Returning
107766,2024-06-11,15:42:00,15,STR_002,PRD_0047,2,6.28,0.00,12.56,7.27,5.29,Cash,Returning
107767,2024-06-11,18:21:00,18,STR_003,PRD_0038,3,3.75,0.10,10.12,6.30,3.82,Debit Card,Returning
107768,2024-06-11,16:30:00,16,STR_002,PRD_0053,3,5.95,0.00,17.85,9.98,7.87,Credit Card,Returning
107769,2024-06-11,08:03:00,8,STR_002,PRD_0017,2,6.24,0.00,12.48,7.48,5.00,Credit Card,New
107770,2024-06-11,07:37:00,7,STR_004,PRD_0051,1,4.93,0.10,4.44,2.73,1.71,Credit Card,Returning
107771,2024-06-11,18:40:00,18,STR_004,PRD_0014,3,6.67,0.00,20.01,13.97,6.04,Mobile Wallet,Returning
107772,2024-06-11,14:07:00,14,STR_004,PRD_0036,4,4.29,0.05,16.30,10.26,6.04,Debit Card,Returning
107773,2024-06-12,14:32:00,14,STR_001,PRD_0005,3,3.39,0.00,10.17,6.71,3.46,Debit Card,New
107774,2024-06-12,07:31:00,7,STR_004,PRD_0029,3,5.23,0.00,15.69,9.89,5.80,Credit Card,Returning
107775,2024-06-12,18:54:00,18,STR_004,PRD_0003,1,6.73,0.00,6.73,4.62,2.11,Debit Card,Returning
107776,2024-06-12,13:40:00,13,STR_004,PRD_0022,1,5.44,0.05,5.17,3.40,1.77,Credit Card,New
107777,2024-06-12,08:06:00,8,STR_004,PRD_0038,3,3.12,0.00,9.36,5.99,3.37,Credit Card,Returning
107778,2024-06-12,14:57:00,14,STR_003,PRD_0030,3,6.80,0.00,20.40,13.62,6.78,Credit Card,Returning
107779,2024-06-12,12:43:00,12,STR_004,PRD_0050,1,3.48,0.00,3.48,2.07,1.41,Credit Card,Returning
107780,2024-06-12,16:28:00,16,STR_003,PRD_0045,1,4.63,0.00,4.63,3.18,1.45,Debit Card,New
107781,2024-06-12,13:56:00,13,STR_001,PRD_0017,4,7.05,0.00,28.20,16.65,11.55,Credit Card,Returning
107782,2024-06-12,10:48:00,10,STR_003,PRD_0035,4,3.37,0.00,13.48,7.83,5.65,Credit Card,Returning
107783,2024-06-12,16:38:00,16,STR_002,PRD_0008,4,4.99,0.00,19.96,13.14,6.82,Debit Card,New
107784,2024-06-12,13:57:00,13,STR_003,PRD_0017,2,6.29,0.00,12.58,8.11,4.47,Debit Card,Returning
107785,2024-06-12,17:06:00,17,STR_006,PRD_0005,3,4.47,0.10,12.07,6.71,5.36,Credit Card,Returning
107786,2024-06-12,20:29:00,20,STR_004,PRD_0020,2,5.51,0.00,11.02,7.13,3.89,Cash,New
107787,2024-06-12,21:05:00,21,STR_004,PRD_0032,3,6.44,0.05,18.35,10.15,8.20,Mobile Wallet,Returning
107788,2024-06-12,10:08:00,10,STR_004,PRD_0041,3,5.28,0.10,14.26,8.13,6.13,Debit Card,Returning
107789,2024-06-12,13:38:00,13,STR_005,PRD_0026,3,8.49,0.00,25.47,14.69,10.78,Credit Card,Returning
107790,2024-06-12,11:18:00,11,STR_002,PRD_0038,3,3.33,0.05,9.49,5.34,4.15,Debit Card,Returning
107791,2024-06-12,21:36:00,21,STR_002,PRD_0008,1,5.67,0.10,5.10,2.82,2.28,Debit Card,Returning
